"Data","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10"
2003-01-02,0.000311613499011765,0.00134854464132217,0.0306387717369494,0.0151808914419278,-0.012926029235873,-0.000393651752293889,0.0376302530786701,0.0265222641954632,0.0109785665141098,0.0128807567859399
2003-01-03,-0.00315155697471103,-0.00497472748607231,-0.000806873534314634,-0.00204774388844231,0.00150796648494156,-0.00327836570036388,0.00771778313129801,0.000638900125564446,-0.0205006422108029,0.00605690895440691
2003-01-06,0.00240220885429632,0.00239704103056737,0.0289162796130733,0.0156036550986898,0.0295218029840221,0.0279234827424528,0.0496469604021323,0.0349143774870915,0.0226633042237641,0.0552184866070198
2003-01-07,-0.00995441808466135,-0.0201092265942532,-0.00862485166867499,-0.0130363682983269,-0.00919351707765137,0.00599667740873255,-0.00856619700199557,-0.000951090124178045,-0.0114134593124995,-0.00412965356658901
2003-01-08,-0.012334354408812,-0.00433331068835396,-0.0140590353595038,-0.00382605958943427,-0.00229009203367836,-0.00638243212563505,-0.00224649356617934,-8.49393417791111e-05,-0.006912401420749,0.00295177344764164
2003-01-09,0.00659122284250624,0.0069253232649733,-0.00224348732131685,0.0122980627055513,0.00101220404082003,-0.00621545721494776,0.00418064404411278,-0.00199535620825075,0.0201276447438559,0.0220488813057489
2003-01-10,-0.00291254471680724,0.000641015946662993,0.0287441930894634,0.00754557605488304,0.0146070779296659,0.00809875595779985,0.0252360892712991,0.0143760674589191,0.054404527331728,0.0197755285711068
2003-01-13,-0.0122804913494743,0.00562122871045712,-0.0256304932171029,-0.00449229707931897,-0.00425363385244726,0.00172770135399425,-0.00249375111620276,-0.0146153259930835,-0.0183478315408115,-0.0178688294126066
2003-01-14,-0.00440478564784974,-0.00204563511168721,0.0120862608112462,0.00380166053544784,0.00278624058519217,-0.000885981315607354,-0.000435141589590127,0.0049414810130286,0.0100322722543649,0.0132285377973753
2003-01-15,-0.000549409846861582,-0.00293589215321843,-0.016057389199214,-0.00178057734092185,-0.0098822947244831,-0.00348399856708137,-0.0241126046358501,-0.00213687673120644,-0.0220636177319833,-0.0173585485260661
2003-01-16,-0.00665995914445294,-0.00173275068463619,0.0161892137447039,0.0290378972738106,0.00134137817315905,0.00172606006969955,-0.0140546563393392,0.00412894095328653,-0.0162409413291297,0.023478705286845
2003-01-17,-0.000259627858151812,-0.00724537512888856,-0.0148201543754546,-0.0154768426198792,-0.0166526549799734,-0.0114555331692311,-0.0376866850178588,-0.019717922380656,-0.0165264705067862,-0.0245987953146148
2003-01-20,-0.000267850328637631,0.00752057104356951,-0.00454901867390933,6.93629425647657e-05,-0.0146721295922104,-0.00567750621887209,0.0112462681079015,0.000338216742551634,-0.00832896042484332,-0.00174161650426652
2003-01-21,-0.00918034336953244,-0.0122385587020659,-0.0157920851867603,-0.00752257710879412,-0.0137267282932846,-0.00872526679444197,-0.00310110195745861,-0.0269545821423111,-0.0339948686853416,-0.03445430643211
2003-01-22,-0.00702116516321549,-0.00542597232902131,-0.0281862201337776,-0.000146232054559658,-0.0246942872557978,-0.00680650436229124,-0.018245162536516,-0.012507738416161,-0.0245559732372718,-0.0272047235744922
2003-01-23,-0.014836229004088,-0.000503468723317635,0.0139499884264502,-0.004504646519081,0.0017265573027061,0.0124106508476147,-0.0108665738863859,-0.00367281295426325,0.0191554988045488,-0.0138607457435631
2003-01-24,-0.00622423773569925,-0.00927244729197108,-0.0340778593995574,-0.0191736529230564,-0.0233635199110889,-0.03340074636519,-0.0290532903581293,-0.0260008214546045,-0.0362258403967481,-0.0437334089228397
2003-01-27,-0.0131407699910711,-0.0131974924490129,-0.0456391697903251,-0.0090484576167259,-0.0149891500846014,-0.0129319556190258,-0.0332797763132751,-0.0427866549699993,-0.0270988701303543,-0.0243697011928077
2003-01-28,0.00353473754567646,0.00207117347879304,-0.0077513967484274,-0.0102096421844234,-0.00754346571342168,-0.0168749496547514,0.019241007548974,0.00399831222760905,-0.0145746234937255,-0.00322338807740152
2003-01-29,0.00837844230052442,0.0099726320259248,0.0194878131187395,0.0145927294820765,0.0190359998730043,0.028368313752045,0.0154443170033467,0.0211856179263814,0.0355454789701422,0.017335009522768
2003-01-30,0.00774381055634898,0.00306463253897826,0.00273827197077092,-0.00345662177563744,-0.00949562791089154,-0.0250244093328413,-0.0106360218364384,5.33901676744719e-05,-0.0303805310298344,-0.00345153504383666
2003-01-31,0.0121811615275063,0.0140801300804358,0.0151683573833732,0.0108591593429279,0.00567052172516602,0.0115455435707352,0.0214461466909595,0.0251002175746695,0.0199959829289802,0.0223289744530539
2003-02-03,0.00794940951181577,0.00548393317653506,0.00145283385633399,-0.00185731908735154,0.00563198144247901,-0.0100383217792217,0.00602355223068174,-0.0116610734088964,-0.00548313047520732,-0.0138817866545783
2003-02-04,-0.00491427758516816,-0.00788662838680831,-0.0345891098038583,-0.00587926587660048,-0.0176172090984211,-0.0286144831523295,-0.0406051617570332,-0.0256612834682538,-0.0317219346934104,-0.0378538814603805
2003-02-05,0.00512214307569536,0.00699362516358693,0.0138547108268634,0.0113637101109192,0.00562473845774791,0.00398139460087577,-0.00729426782887177,0.00356311217344407,-0.0214482597309582,-0.0142716018913055
2003-02-06,0.00363619172543284,-0.000883493045786388,0.0095291140629199,-0.00500476277597728,-0.00528301938294429,0.00208694681884181,0.000986471243523468,-0.00376795588662904,0.0094301990829404,0.018081694190442
2003-02-07,-0.00896515168825596,-0.00474799764321476,-0.0236525601449394,0.00218918582239813,-0.0101627234904106,-0.00736888134783364,-0.0161435954875258,-0.00544983231459739,-0.0238734895207967,-0.0323712072152073
2003-02-10,8.21291036525729e-05,0.0145637680843109,0.00398364631445181,0.00672716035818954,0.000748902759665437,0.00772767703266708,-0.00708348200321041,-0.00901288026751723,-0.0103463397745136,0.00869828853604826
2003-02-11,0.00928736752948778,-0.00237964852173345,0.0243161691377543,0.00412216486950534,0.00524891828494689,0.00120133832851721,0.00623395082718048,-0.00226558628771745,-0.0177330696292173,0.00944530937633714
2003-02-12,-0.00827208027745951,0.00390064618140062,0.00215342356772763,-0.00204958731600158,0.0149647132378778,-0.00311104738002566,-0.00266733763071936,0.00482140768272377,0.00124418758997913,-0.0128300585970097
2003-02-13,-0.0107405084165928,-0.011784410030981,-0.0453902790937071,-0.0160080809395611,-0.0172821770182295,-0.0373103804198324,-0.0377370111689069,-0.0367445159074326,-0.0385473979768165,-0.0400375343023379
2003-02-14,0.000485838965986307,-0.0100682935093374,0.000977806866794051,0.00544009986525418,-0.00399304114884147,0.00701852759463617,-0.00826137529646898,-0.0159467696393507,0.00196613500214982,0.00147531539921042
2003-02-17,0.00946927246464235,0.00756085896971936,0.0152100794700707,-0.00186961256931828,0.00237628950741819,0.00678177390868173,0.00226536661094046,-0.00475812744502213,0.0066444966634589,0.0135147609153774
2003-02-18,0.00911808652216983,0.0135855199024517,0.0354204576943418,0.00265983318231999,0.0188731134696516,0.034935955519505,0.0279734629395432,0.0197020176455931,0.0173866262984967,0.0291494900277189
2003-02-19,-0.00395400415683012,-0.00605545812540575,-0.00588964075485032,0.000825700443612742,-0.0201997458757222,-0.0175990088734219,-0.0192090632062333,-0.0069579288012378,-0.0293083770333382,-0.0238310300213892
2003-02-20,0.00803053044915081,0.0058181366409924,0.00523383219312645,0.00399361728247438,-0.0100797672211413,0.00255181299194862,-0.006126485986506,-0.00572050594307971,0.0114057376674561,0.00680371000047497
2003-02-21,0.0145807280958961,0.00157856354960106,0.0210151483333101,0.00726823289029199,0.00149221684071077,0.00888605489243233,0.00824816714305565,0.000750436948313782,-0.00533640435763816,0.00648387011390605
2003-02-24,-0.00407867040981247,-0.00634488515126164,-0.000690794133870298,0.000586490501111925,-0.00825187777936975,-0.000308529993820472,-0.0109052568431062,-0.00380173976586717,-0.00687304741625927,-0.0142785266202201
2003-02-25,-0.0104445998827957,-0.00128327824649743,0.0177176478737826,-0.00719305928882497,-0.012730669528988,-0.00448283181901987,0.00314289904948906,-0.0168015089759787,-0.00957011852416589,0.0095182167866068
2003-02-26,0.00151617089531042,0.00355154258328905,-0.0102398738620932,0.00583540630275059,-0.00495403097041724,-0.0302965642980066,-0.00501976587484509,-0.0190766915444504,-0.0319265297171457,-0.0471218808374987
2003-02-27,-0.0103588757839537,0.0108059585582585,0.0236573195597183,0.00873447571253538,0.0118860888118824,0.00945652345218884,0.00404331981854922,0.0166284417318687,0.017115477368759,0.0137254982334929
2003-02-28,0.0131324341436285,0.00927553987712537,0.00323169747837482,0.008880113938323,0.0161394301832534,0.0150604651260793,-0.00161215870412978,0.0131549476131103,0.0107421459378854,0.0200116958342083
2003-03-05,-0.000814854055600001,-0.00645811171971855,0.00950274265412077,0.0029652161285918,0.00124492956586608,0.00461830934242191,0.00427136246289295,0.000689737088843456,0.00921903596924034,0.0158132106864841
2003-03-06,0.000897386588295301,0.00302267462197192,0.0234269606683861,0.00595827581416031,0.016462656766874,0.0462777825936351,0.0349322603789357,0.0220213699498817,0.0351215244780236,0.0171167138548851
2003-03-07,-0.00284459547750737,-0.00558183549311564,-0.00344930798519816,0.00693890111522122,-0.000944581980619197,0.0163462714120282,0.00628909623037166,0.0118094795008901,0.0247737541390123,0.0222332296730006
2003-03-10,-0.015186499823804,-0.00131997957721353,-0.0498448282482457,-0.0173141329838148,-0.0252909253122696,-0.0537907792534329,-0.0371408879856604,-0.0329904803111346,-0.046270880319053,-0.0395241109336121
2003-03-11,-0.00338035399945069,-0.000930736342870775,0.00893062873875339,8.31044138880355e-05,-0.00366887885160305,0.00593482975332416,0.00132299115210466,-0.00569996627937219,-0.00437867527514013,-0.0220123980831142
2003-03-12,0.00157063389128642,0.0174501541560488,0.0132112662089849,0.0049661412353299,0.0125382276881076,0.0251324121951459,0.0103622996382573,0.00610460635250543,0.0200985942766865,0.0185418028050348
2003-03-13,0.00912782171124582,0.0020631080508362,0.00604218358425368,0.0134610298569831,0.0193043881953832,0.0294861297648124,0.0543458856347891,0.0163868649321373,0.0248694649738674,0.0217552447243425
2003-03-14,-0.0120039483729037,0.00451619260652603,0.00643343282650277,0.00666387026603932,0.00513766238261715,0.000639284801862372,-0.0129666220389202,0.0118877173904117,0.00924054323933809,-0.0129068742086081
2003-03-17,-0.00176771665521092,0.000115117886549498,0.00220262769732749,0.000155421795778654,0.00386881541948592,0.00265894317790694,0.0139786732045308,0.00545593859113169,-0.0086020950842034,-0.0161865653183983
2003-03-18,0.00485657419773866,0.0141995465316398,0.0130217579501044,0.00594110191123964,0.0291821655383577,0.036750872600817,0.0326655888742273,0.0308680139528763,0.0107946957541691,0.0385133824203625
2003-03-19,0.000613196282868156,-0.0066672860359912,-0.0195709812777848,-0.00409787349102475,-0.0028709059920522,-0.00967838449443947,-0.0221850364683454,-0.0051071286739498,-0.0267681350526844,-0.0328009042790668
2003-03-20,0.000964555428824232,0.0046459521068285,0.02464889453648,0.0105835155371334,0.0127527212493623,0.00775142146713304,0.00312734529703462,0.00835433829832533,0.000127835628197737,-0.000638894434272563
2003-03-21,0.00229431039861194,0.0156087526819695,0.016448211071769,0.0105881521942608,0.0174230440785161,0.0167289676474813,0.0357106238212266,0.0215970977308788,0.0174634019778039,0.0306702602273998
2003-03-24,-0.0114344951794136,-0.00616861994170514,-0.033246343146728,-0.00502355114091668,-0.0146977064891827,-0.0216732540309132,-0.0322137240467906,-0.00504548106708291,-0.0250970090997682,-0.0292530095215763
2003-03-25,0.00545881819198923,0.00735611629626987,0.0165880479829539,5.0315114626942e-05,0.0101389952519648,0.0155005687036753,0.0202208808670645,0.00599562911273344,0.036548587944927,0.0299479730072043
2003-03-26,-0.00624157406414028,0.0282950710718486,-0.00836516732044046,0.00718489928240285,-0.00551541697574587,-0.00305787736000274,-0.0069186875545445,0.0167625511090901,0.0123633130008727,0.000964047225065601
2003-03-27,-0.000784157723154766,0.00676178108459524,0.00992403956296695,0.00247887276972114,-0.00267393600481425,-0.000282589230909736,0.00805741126401527,0.00725121791652494,0.00772309239747915,0.00556985409033972
2003-03-28,-0.000454607219153025,-0.00301138371818532,0.0382980048020392,0.00402663866783182,0.000965245200828191,0.00956776711116225,0.0213396677359059,0.00498130064266911,0.0124080872835592,0.021878645381517
2003-03-31,-0.00374203726858824,-0.00278478022050066,-0.00902455252142242,-0.00575966333576783,-0.00260512383346623,-0.00746968129299064,-0.00932841438590315,-0.0127222361595705,-0.0117746759019511,0.0013296115548147
2003-04-01,0.0175364909271547,0.00457495731002799,0.049627759607523,0.00987343129149698,0.00804554543558433,0.0250121168174195,0.0264690212028886,0.0105888489953825,0.0370878273946553,0.027925196453001
2003-04-02,0.013826496383575,0.0185699502120296,0.0128129654197204,-0.000979156357697852,0.00795375613564109,0.0233863022900482,0.0155670110900805,0.0209548636357617,0.0294297363881764,0.0395105568697027
2003-04-03,0.00871067973551276,-0.00362636062880706,-0.0104914441254967,-0.00205673508823723,0.00821469914486994,0.0227590622826506,0.0249510222828599,0.0167464395898738,0.0231117196387227,0.0397366805704731
